MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2019-02-01,ASCServices,interventional cardiology,Payer S,418
2019-02-01,ASCServices,,Payer B,3036
2019-02-01,ASCServices,neurology,Payer F,19482
2019-02-01,ASCServices,neurology,Payer O,3290
2019-02-01,ASCServices,neurology,Payer F,3920
2019-02-01,ASCServices,neurology,Payer F,18386
2019-02-01,ASCServices,anesthesiology nurse,Payer O,2928
2019-02-01,ASCServices,obstetrics gynecology,Payer F,2827
2019-02-01,ASCServices,obstetrics gynecology,Payer O,4035
2019-02-01,ASCServices,ophthalmology,Payer B,448
2019-02-01,ASCServices,,Payer W,1087
2019-02-01,ASCServices,ophthalmology,Payer O,56
2019-02-01,ASCServices,surgery orthopedic,Payer H,143411
2019-02-01,ASCServices,surgery orthopedic,Payer F,1364
2019-02-01,ASCServices,surgery orthopedic,Payer W,1403
2019-02-01,ASCServices,surgery orthopedic,Payer O,679
2019-02-01,ASCServices,surgery orthopedic,Payer UN,3580
2019-02-01,ASCServices,osteopath,Payer H,309
2019-02-01,ASCServices,,Payer CA,2254
2019-02-01,ASCServices,,Payer F,1238
2019-02-01,ASCServices,,Payer CA,12756
2019-02-01,ASCServices,,Payer B,10721
2019-02-01,ASCServices,pathology,Payer UN,47226
2019-02-01,ASCServices,pathology,Payer CA,8095
2019-02-01,ASCServices,pathology,Payer F,137674
2019-02-01,ASCServices,pathology,Payer O,36241
2019-02-01,ASCServices,,Payer UN,11911
2019-02-01,ASCServices,rehab physical,Payer W,580
2019-02-01,ASCServices,rehab physical,Payer H,6437
2019-02-01,ASCServices,physical,Payer CA,21273
2019-02-01,ASCServices,surgery plastic,Payer F,13375
2019-02-01,ASCServices,surgery plastic,Payer O,4832
2019-02-01,ASCServices,surgery,Payer W,4769
2019-02-01,ASCServices,urology,Payer B,8795
2019-02-01,ASCServices,urology,Payer CO,186
2019-02-01,ASCServices,urology,Payer F,534
2019-02-01,ASCServices,urology,Payer O,3357
2019-02-01,ASCServices,vision,Payer W,319
2019-02-01,ASCServices,,Payer F,5866
2019-02-01,ASCServices,,Payer O,2094
2019-02-01,ASCServices,,Payer H,1663
2019-02-01,ASCServices,electrophysiology,Payer F,9556
2019-02-01,ASCServices,electrophysiology,Payer W,13535
2019-02-01,ASCServices,electrophysiology,Payer H,191423
2019-02-01,ASCServices,cardiology,Payer CA,864
2019-02-01,ASCServices,cardiology,Payer F,26719
2019-02-01,ASCServices,cardiology,Payer O,14540
2019-02-01,ASCServices,cardiology,Payer UN,699
2019-02-01,ASCServices,cardiology,Payer F,13306
2019-02-01,ERServices,cardiology,Payer F,6087
2019-02-01,ERServices,,Payer CA,1688
2019-02-01,ERServices,cardiovascular,Payer CA,5207
2019-02-01,ERServices,surgery cardiovascular,Payer F,43
2019-02-01,ERServices,surgery cardiovascular,Payer O,141
2019-02-01,ERServices,nurse,Payer W,136
2019-02-01,ERServices,,Payer CA,421
2019-02-01,ERServices,critical,Payer F,2864
2019-02-01,ERServices,critical,Payer O,2384
2019-02-01,ERServices,,Payer S,2349
2019-02-01,ERServices,diagnostic,Payer UN,163
2019-02-01,ERServices,diagnostic radiology,Payer W,383
2019-02-01,ERServices,diagnostic radiology,Payer B,307
2019-02-01,ERServices,diagnostic radiology,Payer S,29
2019-02-01,ERServices,diagnostic radiology,Payer CA,1761
2019-02-01,ERServices,emergency,Payer CO,1755
2019-02-01,ERServices,emergency,Payer S,981
2019-02-01,ERServices,emergency,Payer CO,2057
2019-02-01,ERServices,emergency,Payer B,36
2019-02-01,ERServices,emergency,Payer F,5602
2019-02-01,ERServices,emergency,Payer W,45
2019-02-01,ERServices,emergency,Payer H,9577
2019-02-01,ERServices,emergency,Payer CA,5336
2019-02-01,ERServices,family,Payer CO,1840
2019-02-01,ERServices,family nurse,Payer F,29
2019-02-01,ERServices,family,Payer S,9625
2019-02-01,ERServices,family,Payer CO,27299
2019-02-01,ERServices,family,Payer F,905887
2019-02-01,ERServices,family,Payer O,264955
2019-02-01,ERServices,gastroenterology,Payer S,23687
2019-02-01,ERServices,gastroenterology,Payer UN,41386
2019-02-01,ERServices,,Payer B,12938
2019-02-01,ERServices,,Payer CA,338506
2019-02-01,ERServices,,Payer W,192962
2019-02-01,ERServices,,Payer S,314
2019-02-01,ERServices,surgery,Payer CA,1024
2019-02-01,ERServices,surgery,Payer CA,12737
2019-02-01,ERServices,surgery,Payer F,115463
2019-02-01,ERServices,surgery,Payer O,32650
2019-02-01,ERServices,,Payer W,1490
2019-02-01,ERServices,,Payer CA,0
2019-02-01,ERServices,,Payer F,343
2019-02-01,ERServices,,Payer CA,2019
2019-02-01,ERServices,,Payer F,8556
2019-02-01,ERServices,,Payer S,2217
2019-02-01,ERServices,,Payer W,7914
2019-02-01,ERServices,,Payer CA,1509
2019-02-01,ERServices,,Payer F,4479
2019-02-01,ERServices,,Payer O,2977
2019-02-01,ERServices,,Payer W,334
2019-02-01,ERServices,,Payer CA,581031
2019-02-01,ERServices,,Payer CO,85887
2019-02-01,ERServices,,Payer H,927590
2019-02-01,ERServices,,Payer UN,96204
2019-02-01,ERServices,,Payer W,58577
2019-02-01,ERServices,interventional cardiology,Payer B,72195
2019-02-01,ERServices,interventional cardiology,Payer UL,31337
2019-02-01,ERServices,interventional cardiology,Payer F,2875
2019-02-01,ERServices,interventional cardiology,Payer UN,1148
2019-02-01,ERServices,radiology interventional,Payer W,400
2019-02-01,ERServices,radiology interventional,Payer B,905
2019-02-01,ERServices,radiology interventional,Payer CA,24608
2019-02-01,ERServices,laboratory,Payer F,102704
2019-02-01,ERServices,,Payer O,14321
2019-02-01,ERServices,,Payer S,3051
2019-02-01,ERServices,surgery neurology,Payer W,3939
2019-02-01,ERServices,neurology,Payer CA,70
2019-02-01,ERServices,neurology,Payer F,1039
2019-02-01,ERServices,neuroradiology,Payer O,301
2019-02-01,ERServices,nuclear,Payer W,29
2019-02-01,ERServices,nuclear,Payer CA,3193
2019-02-01,ERServices,nurse,Payer F,5708
2019-02-01,ERServices,nurse,Payer O,1262
2019-02-01,ERServices,obstetrics gynecology,Payer W,0
2019-02-01,ERServices,oncology,Payer H,427269
2019-02-01,ERServices,ophthalmology,Payer F,131
2019-02-01,ERServices,surgery orthopedic,Payer CO,558
2019-02-01,ERServices,,Payer F,521
2019-02-01,ERServices,osteopath,Payer O,634
2019-02-01,ERServices,,Payer F,95
2019-02-01,ERServices,,Payer CA,37
2019-02-01,ERServices,pathology,Payer F,1213
2019-02-01,ERServices,pathology,Payer CA,13100
2019-02-01,ERServices,pathology,Payer H,14723
2019-02-01,ERServices,pathology,Payer F,704
2019-02-01,ERServices,pediatric,Payer O,72
2019-02-01,ERServices,physical,Payer CA,270
2019-02-01,ERServices,physical,Payer CA,11199
2019-02-01,ERServices,physical,Payer CA,885
2019-02-01,ERServices,physical,Payer H,6867
2019-02-01,ERServices,physical,Payer F,3424725
2019-02-01,ERServices,radiology,Payer O,1963695
2019-02-01,ERServices,,Payer CA,0
2019-02-01,ERServices,,Payer F,1784
2019-02-01,ERServices,rehab,Payer O,443
2019-02-01,ERServices,pulmonary,Payer W,112
2019-02-01,ERServices,radiology oncology,Payer F,994
2019-02-01,ERServices,radiology,Payer B,721
2019-02-01,ERServices,radiology,Payer CO,1153
2019-02-01,ERServices,radiology,Payer H,14228
2019-02-01,ERServices,radiology,Payer S,2858
2019-02-01,ERServices,radiology,Payer CA,24574
2019-02-01,ERServices,radiology,Payer UL,1203
2019-02-01,ERServices,radiology,Payer UL,7260
2019-02-01,ERServices,radiology,Payer UL,961
2019-02-01,ERServices,radiology diagnostic,Payer UL,1136
2019-02-01,ERServices,,Payer CO,32
2019-02-01,ERServices,therapy,Payer F,2752
2019-02-01,ERServices,sports,Payer W,3251
2019-02-01,ERServices,,Payer B,3630
2019-02-01,ERServices,urology,Payer CA,81347
2019-02-01,ERServices,vascular interventional,Payer CO,3384
2019-02-01,ERServices,vascular surgery,Payer F,244341
2019-02-01,ERServices,,Payer O,42141
2019-02-01,ERServices,,Payer UN,7095
2019-02-01,ERServices,allergy immunology,Payer W,34351
2019-02-01,ERServices,,Payer UN,48
2019-02-01,ERServices,anatomic pathology,Payer CA,0
2019-02-01,ERServices,,Payer CA,1326
2019-02-01,ERServices,anesthesiology,Payer CA,540
2019-02-01,ERServices,anesthesiology,Payer F,1030
2019-02-01,ERServices,anesthesiology,Payer O,1284
2019-02-01,ERServices,anesthesiology,Payer S,60
2019-02-01,ERServices,anesthesiology,Payer F,139
2019-02-01,InpatientServices,anesthesiology,Payer F,5643
2019-02-01,InpatientServices,anesthesiology,Payer CA,9023
2019-02-01,InpatientServices,anesthesiology,Payer O,849
2019-02-01,InpatientServices,anesthesiology nurse,Payer CO,996
2019-02-01,InpatientServices,,Payer O,504
2019-02-01,InpatientServices,cardiology electrophysiology,Payer CA,3041
2019-02-01,InpatientServices,,Payer H,125049
2019-02-01,InpatientServices,electrophysiology,Payer B,3041
2019-02-01,InpatientServices,electrophysiology,Payer CA,188237
2019-02-01,InpatientServices,electrophysiology,Payer CO,40983
2019-02-01,InpatientServices,cardiology,Payer F,313445
2019-02-01,InpatientServices,cardiology,Payer O,98005
2019-02-01,InpatientServices,cardiology,Payer UN,5622
2019-02-01,InpatientServices,cardiology,Payer W,24885
2019-02-01,InpatientServices,cardiology,Payer S,1247
2019-02-01,InpatientServices,cardiology,Payer CA,13624
2019-02-01,InpatientServices,cardiology,Payer CA,1103
2019-02-01,InpatientServices,,Payer CO,45
2019-02-01,InpatientServices,cardiothoracic,Payer F,35519
2019-02-01,InpatientServices,cardiothoracic surgery,Payer O,23539
2019-02-01,InpatientServices,cardiothoracic surgery,Payer W,5631
2019-02-01,InpatientServices,cardiovascular,Payer CA,73241
2019-02-01,InpatientServices,surgery cardiovascular,Payer CO,10560
2019-02-01,InpatientServices,surgery cardiovascular,Payer F,346239
2019-02-01,InpatientServices,,Payer O,98891
2019-02-01,InpatientServices,anesthesiology nurse,Payer S,351
2019-02-01,InpatientServices,,Payer UN,9200
2019-02-01,InpatientServices,,Payer W,24294
2019-02-01,InpatientServices,colorectal surgery,Payer B,575
2019-02-01,InpatientServices,colorectal surgery,Payer CA,23636
2019-02-01,InpatientServices,mental,Payer F,153934
2019-02-01,InpatientServices,physical,Payer O,65270
2019-02-01,InpatientServices,critical,Payer S,8766
2019-02-01,InpatientServices,critical,Payer CA,74014
2019-02-01,InpatientServices,critical,Payer CO,66717
2019-02-01,InpatientServices,critical,Payer CO,3101
2019-02-01,InpatientServices,critical,Payer B,2805
2019-02-01,InpatientServices,,Payer CO,2031
2019-02-01,InpatientServices,,Payer S,697
2019-02-01,InpatientServices,dermatopathology,Payer F,15680
2019-02-01,InpatientServices,diagnostic,Payer O,8414
2019-02-01,InpatientServices,diagnostic radiology,Payer W,1015
2019-02-01,InpatientServices,diagnostic radiology,Payer CA,4406
2019-02-01,InpatientServices,diagnostic radiology,Payer CA,11645
2019-02-01,InpatientServices,,Payer F,103878
2019-02-01,InpatientServices,,Payer O,16055
2019-02-01,InpatientServices,emergency,Payer W,7036
2019-02-01,InpatientServices,emergency,Payer S,2535
2019-02-01,InpatientServices,emergency,Payer UN,0
2019-02-01,InpatientServices,emergency,Payer W,617
2019-02-01,InpatientServices,emergency,Payer F,319
2019-02-01,InpatientServices,endocrinology,Payer H,15876
2019-02-01,InpatientServices,endocrinology,Payer CA,4618
2019-02-01,InpatientServices,endocrinology,Payer CO,15045
2019-02-01,InpatientServices,endocrinology,Payer S,8010
2019-02-01,InpatientServices,,Payer CA,71
2019-02-01,InpatientServices,,Payer CA,4371
2019-02-01,InpatientServices,,Payer F,13616
2019-02-01,InpatientServices,,Payer O,5454
2019-02-01,InpatientServices,family,Payer S,2513
2019-02-01,InpatientServices,family nurse,Payer CA,15788
2019-02-01,InpatientServices,family,Payer W,531
2019-02-01,InpatientServices,family,Payer CA,1953
2019-02-01,InpatientServices,family,Payer F,39023
2019-02-01,InpatientServices,family,Payer O,9573
2019-02-01,InpatientServices,family,Payer W,5528
2019-02-01,InpatientServices,gastroenterology,Payer CA,3015
2019-02-01,InpatientServices,gastroenterology,Payer F,98965
2019-02-01,InpatientServices,gastroenterology,Payer O,2243
2019-02-01,InpatientServices,gastroenterology,Payer UN,0
2019-02-01,InpatientServices,gastroenterology,Payer S,6224
2019-02-01,InpatientServices,gastroenterology,Payer CA,3258
2019-02-01,InpatientServices,,Payer B,878
2019-02-01,InpatientServices,,Payer CA,20659
2019-02-01,InpatientServices,,Payer F,236716
2019-02-01,InpatientServices,,Payer O,40436
2019-02-01,InpatientServices,,Payer W,40073
2019-02-01,InpatientServices,,Payer CA,29681
2019-02-01,InpatientServices,,Payer CO,2612
2019-02-01,InpatientServices,surgery,Payer F,163366
2019-02-01,InpatientServices,surgery,Payer O,35754
2019-02-01,InpatientServices,surgery,Payer S,3664
2019-02-01,InpatientServices,surgery,Payer W,33638
2019-02-01,InpatientServices,surgery,Payer UN,925
2019-02-01,InpatientServices,surgery,Payer B,1279
2019-02-01,InpatientServices,,Payer CA,3368
2019-02-01,InpatientServices,nurse,Payer F,502
2019-02-01,InpatientServices,,Payer O,3651
2019-02-01,InpatientServices,,Payer S,696
2019-02-01,InpatientServices,,Payer W,2545
2019-02-01,InpatientServices,,Payer CA,38721
2019-02-01,InpatientServices,surgery,Payer CO,11476
2019-02-01,InpatientServices,,Payer F,428768
2019-02-01,InpatientServices,hematology,Payer O,48418
2019-02-01,InpatientServices,hematology,Payer UN,0
2019-02-01,InpatientServices,hematology,Payer W,57758
2019-02-01,InpatientServices,oncology hematology,Payer S,609
2019-02-01,InpatientServices,,Payer S,575
2019-02-01,InpatientServices,,Payer CA,1173
2019-02-01,InpatientServices,,Payer F,11469
2019-02-01,InpatientServices,,Payer O,5524
2019-02-01,InpatientServices,,Payer W,1755
2019-02-01,InpatientServices,,Payer CO,11031
2019-02-01,InpatientServices,palliative,Payer W,5425
2019-02-01,InpatientServices,palliative,Payer CA,2705
2019-02-01,InpatientServices,,Payer CO,4500
2019-02-01,InpatientServices,,Payer F,2223
2019-02-01,InpatientServices,,Payer S,2906
2019-02-01,InpatientServices,,Payer CA,10039
2019-02-01,InpatientServices,,Payer CO,15031
2019-02-01,InpatientServices,,Payer F,82974
2019-02-01,InpatientServices,,Payer O,20459
2019-02-01,InpatientServices,,Payer W,6309
2019-02-01,InpatientServices,,Payer F,2913
2019-02-01,InpatientServices,,Payer F,3957
2019-02-01,InpatientServices,,Payer O,6715
2019-02-01,InpatientServices,,Payer CA,9052171
2019-02-01,InpatientServices,,Payer CO,2529988
2019-02-01,InpatientServices,,Payer H,7430524
2019-02-01,InpatientServices,,Payer S,1116525
2019-02-01,InpatientServices,laboratory,Payer UN,558900
2019-02-01,InpatientServices,laboratory,Payer W,2107937
2019-02-01,InpatientServices,infectious,Payer B,119937
2019-02-01,InpatientServices,infectious,Payer UL,134402
2019-02-01,InpatientServices,infectious,Payer B,1422
2019-02-01,InpatientServices,infectious,Payer CO,67447
2019-02-01,InpatientServices,infectious,Payer F,109220
2019-02-01,InpatientServices,infectious,Payer O,74788
2019-02-01,InpatientServices,infectious,Payer S,14243
2019-02-01,InpatientServices,,Payer UN,16927
2019-02-01,InpatientServices,,Payer W,19342
2019-02-01,InpatientServices,,Payer F,1519
2019-02-01,InpatientServices,,Payer H,936
2019-02-01,InpatientServices,,Payer F,226207
2019-02-01,InpatientServices,,Payer O,87978
2019-02-01,InpatientServices,,Payer UN,4235
2019-02-01,InpatientServices,,Payer CA,52762
2019-02-01,InpatientServices,,Payer CO,43635
2019-02-01,InpatientServices,,Payer S,11449
2019-02-01,InpatientServices,interventional cardiology,Payer W,17176
2019-02-01,InpatientServices,interventional cardiology,Payer F,23548134
2019-02-01,InpatientServices,interventional cardiology,Payer O,6428003
2019-02-01,InpatientServices,interventional cardiology,Payer B,1241
2019-02-01,InpatientServices,interventional cardiology,Payer CA,300293
2019-02-01,InpatientServices,radiology interventional,Payer CO,39531
2019-02-01,InpatientServices,radiology interventional,Payer F,822007
2019-02-01,InpatientServices,radiology interventional,Payer O,280984
2019-02-01,InpatientServices,laboratory,Payer S,52225
2019-02-01,InpatientServices,laboratory,Payer UN,11303
2019-02-01,InpatientServices,,Payer W,81435
2019-02-01,InpatientServices,mental,Payer CA,36151
2019-02-01,InpatientServices,,Payer F,175197
2019-02-01,InpatientServices,,Payer O,22589
2019-02-01,InpatientServices,neurology,Payer S,2369
2019-02-01,InpatientServices,neurology,Payer W,6700
2019-02-01,InpatientServices,neurology,Payer CA,14234
2019-02-01,InpatientServices,neurology,Payer F,5574
2019-02-01,InpatientServices,neurology,Payer O,5300
2019-02-01,InpatientServices,neurology,Payer CA,4735
2019-02-01,InpatientServices,neurology,Payer W,2110
2019-02-01,InpatientServices,surgery neurology,Payer H,857697
2019-02-01,InpatientServices,surgery neurology,Payer F,541
2019-02-01,InpatientServices,neurology,Payer CA,1857
2019-02-01,InpatientServices,neurology,Payer S,1743
2019-02-01,InpatientServices,neurology,Payer CA,62328
2019-02-01,InpatientServices,neurology,Payer CO,3118
2019-02-01,InpatientServices,neurology,Payer F,325090
2019-02-01,InpatientServices,neurology,Payer O,72526
2019-02-01,InpatientServices,neurology,Payer S,12015
2019-02-01,InpatientServices,,Payer UN,19604
2019-02-01,InpatientServices,neuroradiology,Payer W,17845
2019-02-01,InpatientServices,neuroradiology,Payer B,4109
2019-02-01,InpatientServices,neurosurgery,Payer CA,104832
2019-02-01,InpatientServices,neurosurgery,Payer B,1443
2019-02-01,InpatientServices,neurosurgery,Payer CA,38768
2019-02-01,InpatientServices,nuclear,Payer CO,1013
2019-02-01,InpatientServices,nuclear,Payer F,151370
2019-02-01,InpatientServices,anesthesiology nurse,Payer O,51220
2019-02-01,InpatientServices,nurse,Payer UN,3075
2019-02-01,InpatientServices,nurse,Payer W,16562
2019-02-01,InpatientServices,nurse,Payer F,2418
2019-02-01,InpatientServices,nurse,Payer F,1318
2019-02-01,InpatientServices,nurse,Payer O,1107
2019-02-01,InpatientServices,obstetrics gynecology,Payer F,191213
2019-02-01,InpatientServices,obstetrics gynecology,Payer O,39333
2019-02-01,InpatientServices,obstetrics gynecology,Payer UN,17286
2019-02-01,InpatientServices,oncology,Payer F,342
2019-02-01,InpatientServices,oncology,Payer O,87
2019-02-01,InpatientServices,oncology,Payer H,968
2019-02-01,InpatientServices,oncology surgery,Payer CA,11922
2019-02-01,InpatientServices,,Payer CO,3550
2019-02-01,InpatientServices,optometry,Payer UN,411
2019-02-01,InpatientServices,sports,Payer H,27660
2019-02-01,InpatientServices,surgery,Payer S,696
2019-02-01,InpatientServices,orthopedic,Payer CA,8907
2019-02-01,InpatientServices,surgery orthopedic,Payer O,22872
2019-02-01,InpatientServices,surgery orthopedic,Payer W,1272
2019-02-01,InpatientServices,surgery orthopedic,Payer CA,4569
2019-02-01,InpatientServices,surgery orthopedic,Payer CO,8481
2019-02-01,InpatientServices,surgery orthopedic,Payer F,3916
2019-02-01,InpatientServices,surgery orthopedic,Payer UN,16624
2019-02-01,InpatientServices,osteopath,Payer CO,3067
2019-02-01,InpatientServices,,Payer F,1040
2019-02-01,InpatientServices,,Payer S,1858
2019-02-01,InpatientServices,,Payer S,4971
2019-02-01,InpatientServices,,Payer CA,5174
2019-02-01,InpatientServices,,Payer CA,26915
2019-02-01,InpatientServices,,Payer CO,1088
2019-02-01,InpatientServices,palliative,Payer F,248991
2019-02-01,InpatientServices,pathology,Payer O,138566
2019-02-01,InpatientServices,pathology,Payer UN,17417
2019-02-01,InpatientServices,pathology,Payer W,495
2019-02-01,InpatientServices,pathology,Payer H,90599
2019-02-01,InpatientServices,pathology,Payer UN,0
2019-02-01,InpatientServices,pathology,Payer CA,1623
2019-02-01,InpatientServices,pathology,Payer F,2643
2019-02-01,InpatientServices,pediatric,Payer O,1493
2019-02-01,InpatientServices,pediatric,Payer UN,2115
2019-02-01,InpatientServices,rehab physical,Payer W,830
2019-02-01,InpatientServices,rehab physical,Payer CA,752
2019-02-01,InpatientServices,rehab physical,Payer CA,10206
2019-02-01,InpatientServices,rehab physical,Payer CO,22474
2019-02-01,InpatientServices,therapy physical,Payer F,179838
2019-02-01,InpatientServices,therapy physical,Payer O,13664
2019-02-01,InpatientServices,physical,Payer S,1265
2019-02-01,InpatientServices,physical,Payer UN,1145
2019-02-01,InpatientServices,physical,Payer W,8208
2019-02-01,InpatientServices,physical,Payer CA,853
2019-02-01,InpatientServices,physical,Payer UN,3863
2019-02-01,InpatientServices,,Payer F,3788
2019-02-01,InpatientServices,cardiology,Payer O,10030
2019-02-01,InpatientServices,radiology,Payer CA,9590
2019-02-01,InpatientServices,,Payer W,1603
2019-02-01,InpatientServices,,Payer CA,2855
2019-02-01,InpatientServices,,Payer UN,2186
2019-02-01,InpatientServices,,Payer B,1361
2019-02-01,InpatientServices,surgery plastic,Payer CO,1793
2019-02-01,InpatientServices,surgery plastic,Payer H,39005
2019-02-01,InpatientServices,pediatric,Payer UN,3178
2019-02-01,InpatientServices,pediatric,Payer CA,15655
2019-02-01,InpatientServices,pediatric,Payer UL,368
2019-02-01,InpatientServices,pediatric,Payer UL,1144
2019-02-01,InpatientServices,pediatric,Payer UL,1108
2019-02-01,InpatientServices,pediatric,Payer UL,6125
2019-02-01,InpatientServices,pediatric,Payer UL,2110
2019-02-01,InpatientServices,pediatric,Payer UL,8150
2019-02-01,InpatientServices,,Payer UL,0
2019-02-01,InpatientServices,psychiatry,Payer F,2108
2019-02-01,InpatientServices,psychiatry,Payer O,3122
2019-02-01,InpatientServices,psychiatry,Payer H,8903
2019-02-01,InpatientServices,psychiatry,Payer CA,17404
2019-02-01,InpatientServices,pulmonary,Payer CO,975
2019-02-01,InpatientServices,pulmonary,Payer F,19956
2019-02-01,InpatientServices,pulmonary,Payer O,1453
2019-02-01,InpatientServices,pulmonary,Payer S,801
2019-02-01,InpatientServices,pulmonary,Payer UN,3725
2019-02-01,InpatientServices,pulmonary,Payer W,637
2019-02-01,InpatientServices,pulmonary,Payer H,711
2019-02-01,InpatientServices,pulmonology,Payer F,3026
2019-02-01,InpatientServices,radiology oncology,Payer O,2182
2019-02-01,InpatientServices,radiology,Payer S,4793
2019-02-01,InpatientServices,radiology,Payer W,3841
2019-02-01,InpatientServices,radiology,Payer F,644686
2019-02-01,InpatientServices,radiology,Payer O,196640
2019-02-01,InpatientServices,radiology,Payer B,2432
2019-02-01,InpatientServices,radiology,Payer CA,89352
2019-02-01,InpatientServices,radiology,Payer CO,46776
2019-02-01,InpatientServices,radiology,Payer S,15086
2019-02-01,InpatientServices,radiology diagnostic,Payer W,16991
